sample_id,sample_name,biosample,sample_description,latitude,longitude,geolocation,biome,biome_feature,biome_material,assembly_run_ids,study_id
ERS1162549,Kappala-surplus 123,SAMEA3991439,Kappala-surplus 123,59.3556,18.2271,Sweden,anthropogenic terrestrial biome,sewage plant,activated sludge,ERR1414228,MGYS00001110
ERS1162550,Kappala-surplus 124,SAMEA3991440,Kappala-surplus 124,59.3556,18.2271,Sweden,anthropogenic terrestrial biome,sewage plant,activated sludge,ERR1414229,MGYS00001110
ERS1162551,Henriksdal-surplus 129,SAMEA3991441,Henriksdal-surplus 129,59.3107,18.1084,Sweden,anthropogenic terrestrial biome,sewage plant,activated sludge,ERR1414230,MGYS00001110
ERS1162552,Henriksdal-surplus 130,SAMEA3991442,Henriksdal-surplus 130,59.3107,18.1084,Sweden,anthropogenic terrestrial biome,sewage plant,activated sludge,ERR1414231,MGYS00001110
ERS1162553,Henriksdal-surplus 131,SAMEA3991443,Henriksdal-surplus 131,59.3107,18.1084,Sweden,anthropogenic terrestrial biome,sewage plant,activated sludge,ERR1414232,MGYS00001110
ERS1162554,Henriksdal-digested 137,SAMEA3991444,Henriksdal-digested 137,59.3107,18.1084,Sweden,anthropogenic terrestrial biome,sewage plant,biosolids,ERR1414233,MGYS00001110
ERS1162555,Henriksdal-digested 138,SAMEA3991445,Henriksdal-digested 138,59.3107,18.1084,Sweden,anthropogenic terrestrial biome,sewage plant,biosolids,ERR1414234,MGYS00001110
ERS1162556,Henriksdal-digested 139,SAMEA3991446,Henriksdal-digested 139,59.3107,18.1084,Sweden,anthropogenic terrestrial biome,sewage plant,biosolids,ERR1414235,MGYS00001110
ERS1162557,Henriksdal-digested 140,SAMEA3991447,Henriksdal-digested 140,59.3107,18.1084,Sweden,anthropogenic terrestrial biome,sewage plant,biosolids,ERR1414236,MGYS00001110
ERS1162558,Henriksdal-influent-HA 141,SAMEA3991448,Henriksdal-influent-HA 141,59.3107,18.1084,Sweden,anthropogenic terrestrial biome,sewage plant,sewage,ERR1414237,MGYS00001110
ERS1162559,Henriksdal-influent-HA 142,SAMEA3991449,Henriksdal-influent-HA 142,59.3107,18.1084,Sweden,anthropogenic terrestrial biome,sewage plant,sewage,ERR1414238,MGYS00001110
ERS1162560,Uppsala-influent-AD 143,SAMEA3991450,Uppsala-influent-AD 143,59.8445,17.6598,Sweden,anthropogenic terrestrial biome,sewage plant,sewage,ERR1414239,MGYS00001110
ERS1162561,Uppsala-influent-AD 144,SAMEA3991451,Uppsala-influent-AD 144,59.8445,17.6598,Sweden,anthropogenic terrestrial biome,sewage plant,sewage,ERR1414240,MGYS00001110
ERS1162562,Uppsala-influent-C 145,SAMEA3991452,Uppsala-influent-C 145,59.8445,17.6598,Sweden,anthropogenic terrestrial biome,sewage plant,sewage,ERR1414241,MGYS00001110
ERS1162563,Uppsala-influent-C 146,SAMEA3991453,Uppsala-influent-C 146,59.8445,17.6598,Sweden,anthropogenic terrestrial biome,sewage plant,sewage,ERR1414242,MGYS00001110
ERS1162564,Kappala-influent 147,SAMEA3991454,Kappala-influent 147,59.3556,18.2271,Sweden,anthropogenic terrestrial biome,sewage plant,sewage,ERR1414243,MGYS00001110
ERS1162565,Kappala-influent 148,SAMEA3991455,Kappala-influent 148,59.3556,18.2271,Sweden,anthropogenic terrestrial biome,sewage plant,sewage,ERR1414244,MGYS00001110
ERS1162566,Henriksdal-influent-S 149,SAMEA3991456,Henriksdal-influent-S 149,59.3107,18.1084,Sweden,anthropogenic terrestrial biome,sewage plant,sewage,ERR1414245,MGYS00001110
ERS1162567,Henriksdal-influent-S 150,SAMEA3991457,Henriksdal-influent-S 150,59.3107,18.1084,Sweden,anthropogenic terrestrial biome,sewage plant,sewage,ERR1414246,MGYS00001110
ERS1162568,Henriksdal-influent-HA 151,SAMEA3991458,Henriksdal-influent-HA 151,59.3107,18.1084,Sweden,anthropogenic terrestrial biome,sewage plant,sewage,ERR1414247,MGYS00001110
ERS1162569,Henriksdal-influent-HA 152,SAMEA3991459,Henriksdal-influent-HA 152,59.3107,18.1084,Sweden,anthropogenic terrestrial biome,sewage plant,sewage,ERR1414248,MGYS00001110
ERS1162570,Uppsala-influent-AD 153,SAMEA3991460,Uppsala-influent-AD 153,59.8445,17.6598,Sweden,anthropogenic terrestrial biome,sewage plant,sewage,ERR1414249,MGYS00001110
ERS1162571,Uppsala-influent-AD 154,SAMEA3991461,Uppsala-influent-AD 154,59.8445,17.6598,Sweden,anthropogenic terrestrial biome,sewage plant,sewage,ERR1414250,MGYS00001110
ERS1162572,Uppsala-influent-C 155,SAMEA3991462,Uppsala-influent-C 155,59.8445,17.6598,Sweden,anthropogenic terrestrial biome,sewage plant,sewage,ERR1414251,MGYS00001110
ERS1162573,Uppsala-influent-C 156,SAMEA3991463,Uppsala-influent-C 156,59.8445,17.6598,Sweden,anthropogenic terrestrial biome,sewage plant,sewage,ERR1414252,MGYS00001110
ERS1162574,Kappala-influent 157,SAMEA3991464,Kappala-influent 157,59.3556,18.2271,Sweden,anthropogenic terrestrial biome,sewage plant,sewage,ERR1414253,MGYS00001110
ERS1162575,Kappala-influent 158,SAMEA3991465,Kappala-influent 158,59.3556,18.2271,Sweden,anthropogenic terrestrial biome,sewage plant,sewage,ERR1414254,MGYS00001110
ERS1162576,Henriksdal-influent-S 159,SAMEA3991466,Henriksdal-influent-S 159,59.3107,18.1084,Sweden,anthropogenic terrestrial biome,sewage plant,sewage,ERR1414255,MGYS00001110
ERS1162577,Henriksdal-influent-S 160,SAMEA3991467,Henriksdal-influent-S 160,59.3107,18.1084,Sweden,anthropogenic terrestrial biome,sewage plant,sewage,ERR1414256,MGYS00001110
ERS1162578,Henriksdal-treated 161,SAMEA3991468,Henriksdal-treated 161,59.3107,18.1084,Sweden,anthropogenic terrestrial biome,sewage plant,surface water,ERR1414257,MGYS00001110
ERS1162579,Henriksdal-treated 162,SAMEA3991469,Henriksdal-treated 162,59.3107,18.1084,Sweden,anthropogenic terrestrial biome,sewage plant,surface water,ERR1414258,MGYS00001110
ERS1162580,Henriksdal-sandfiltered 163,SAMEA3991470,Henriksdal-sandfiltered 163,59.3107,18.1084,Sweden,anthropogenic terrestrial biome,sewage plant,surface water,ERR1414259,MGYS00001110
ERS1162581,Henriksdal-sandfiltered 164,SAMEA3991471,Henriksdal-sandfiltered 164,59.3107,18.1084,Sweden,anthropogenic terrestrial biome,sewage plant,surface water,ERR1414260,MGYS00001110
ERS1162582,Kappala-treated 165,SAMEA3991472,Kappala-treated 165,59.3556,18.2271,Sweden,anthropogenic terrestrial biome,sewage plant,surface water,ERR1414261,MGYS00001110
ERS1162583,Kappala-treated 166,SAMEA3991473,Kappala-treated 166,59.3556,18.2271,Sweden,anthropogenic terrestrial biome,sewage plant,surface water,ERR1414262,MGYS00001110
ERS1162584,Kappala-sandfiltered 167,SAMEA3991474,Kappala-sandfiltered 167,59.3556,18.2271,Sweden,anthropogenic terrestrial biome,sewage plant,surface water,ERR1414263,MGYS00001110
ERS1162585,Kappala-sandfiltered 168,SAMEA3991475,Kappala-sandfiltered 168,59.3556,18.2271,Sweden,anthropogenic terrestrial biome,sewage plant,surface water,ERR1414264,MGYS00001110
ERS1162587,Uppsala-treated 170,SAMEA3991477,Uppsala-treated 170,59.8445,17.6598,Sweden,anthropogenic terrestrial biome,sewage plant,surface water,ERR1414266,MGYS00001110
ERS1162589,Kappala-digested 216,SAMEA3991479,Kappala-digested 216,59.3556,18.2271,Sweden,anthropogenic terrestrial biome,sewage plant,biosolids,ERR1414268,MGYS00001110
ERS1162590,Kappala-kemikond 220,SAMEA3991480,Kappala-kemikond 220,59.3556,18.2271,Sweden,anthropogenic terrestrial biome,sewage plant,biosolids,ERR1414269,MGYS00001110
ERS1162591,Kappala-primary 225,SAMEA3991481,Kappala-primary 225,59.3556,18.2271,Sweden,anthropogenic terrestrial biome,sewage plant,raw primary sludge,ERR1414270,MGYS00001110
ERS1162593,Kappala-primary 227,SAMEA3991483,Kappala-primary 227,59.3556,18.2271,Sweden,anthropogenic terrestrial biome,sewage plant,raw primary sludge,ERR1414272,MGYS00001110
ERS1162594,Kappala-primary 228,SAMEA3991484,Kappala-primary 228,59.3556,18.2271,Sweden,anthropogenic terrestrial biome,sewage plant,raw primary sludge,ERR1414273,MGYS00001110
ERS1162595,Henriksdal-surplus 232,SAMEA3991485,Henriksdal-surplus 232,59.3107,18.1084,Sweden,anthropogenic terrestrial biome,sewage plant,activated sludge,ERR1414274,MGYS00001110
ERS1162596,Henriksdal-primary 233,SAMEA3991486,Henriksdal-primary 233,59.3107,18.1084,Sweden,anthropogenic terrestrial biome,sewage plant,raw primary sludge,ERR1414275,MGYS00001110
ERS1162597,Henriksdal-primary 234,SAMEA3991487,Henriksdal-primary 234,59.3107,18.1084,Sweden,anthropogenic terrestrial biome,sewage plant,raw primary sludge,ERR1414276,MGYS00001110
ERS1162598,Henriksdal-primary 235,SAMEA3991488,Henriksdal-primary 235,59.3107,18.1084,Sweden,anthropogenic terrestrial biome,sewage plant,raw primary sludge,ERR1414277,MGYS00001110
ERS1162599,Henriksdal-primary 236,SAMEA3991489,Henriksdal-primary 236,59.3107,18.1084,Sweden,anthropogenic terrestrial biome,sewage plant,raw primary sludge,ERR1414278,MGYS00001110
ERS1215575,DTU2016-1135-PRJ1066-RL-Sewage-63_S3_L001,SAMEA4044465,Danish sewage,55.695,12.615,Denmark,,,,ERZ1023632;ERR1467143,MGYS00001135
ERS1215578,DTU2016-1138-PRJ1066-RD-Sewage-72_S6_L001,SAMEA4044468,Danish sewage,55.6405,12.5058,Denmark,,,,ERZ1023647;ERR1467146,MGYS00001135
ERS1215586,DTU2016-1146-PRJ1066-RL-Sewage-80_S14_L001,SAMEA4044476,Danish sewage,55.695,12.615,Denmark,,,,ERZ1023685;ERR1467154,MGYS00001135
ERS1217118,DTU2016-1166-PRJ1066-RD-Sewage-69_S8_L001,SAMEA4046008,Danish sewage,55.6405,12.5058,Denmark,,,,ERZ1023726;ERR1470829,MGYS00001135
ERS1230337,DTU2016-1169-PRJ1066-RL-Sewage-82_S11_L001,SAMEA4059227,Danish sewage,55.695,12.615,Denmark,,,,ERZ1023741;ERR1512985,MGYS00001135
ERS1230347,DTU2016-1492-PRJ1066-RL-Sewage-55_S5_L001,SAMEA4059237,Danish sewage,55.695,12.615,Denmark,,,,ERZ1023769;ERR1512995,MGYS00001135
ERS1230365,DTU2016-1536-PRJ1066-RL-Sewage-90_S3_L001,SAMEA4059255,Danish sewage,55.695,12.615,Denmark,,,,ERZ1023794;ERR1513004,MGYS00001135
ERS1230366,DTU2016-1537-PRJ1066-RD-Sewage-91_S4_L001,SAMEA4059256,Danish sewage,55.6405,12.5058,Denmark,,,,ERZ1023799;ERR1513005,MGYS00001135
ERS1230367,DTU2016-1538-PRJ1066-RL-Sewage-92_S5_L001,SAMEA4059257,Danish sewage,55.695,12.615,Denmark,,,,ERZ1023802;ERR1513006,MGYS00001135
ERS1243510,DTU2016-1601-PRJ1066-RD-Sewage-97_S1,SAMEA4072400,Danish sewage,55.6405,12.5058,Denmark,,,,ERZ1023831;ERR1525434,MGYS00001135
ERS1243512,DTU2016-1605-PRJ1066-RD-Sewage-101_S5,SAMEA4072402,Danish sewage,55.6405,12.5058,Denmark,,,,ERZ1023836;ERR1525436,MGYS00001135
ERS1243515,DTU2016-1610-PRJ1066-RA-Sewage-105_S9,SAMEA4072405,Danish sewage,55.6085,12.4505,Denmark,,,,ERZ1023847;ERR1525439,MGYS00001135
ERS1243522,DTU2016-1617-PRJ1066-RL-Sewage-49_S16,SAMEA4072412,Danish sewage,55.695,12.615,Denmark,,,,ERZ1023879;ERR1525446,MGYS00001135
ERS1215584,DTU2016-1144-PRJ1066-RL-Sewage-78_S12_L001,SAMEA4044474,Danish sewage,55.695,12.615,Denmark,,,,ERZ1023675;ERR1467152,MGYS00001135
ERS1217114,DTU2016-1162-PRJ1066-RL-Sewage-60_S4_L001,SAMEA4046004,Danish sewage,55.695,12.615,Denmark,,,,ERZ1023705;ERR1470825,MGYS00001135
ERS1217116,DTU2016-1164-PRJ1066-RD-Sewage-67_S6_L001,SAMEA4046006,Danish sewage,55.6405,12.5058,Denmark,,,,ERZ1023716;ERR1470827,MGYS00001135
ERS1217119,DTU2016-1167-PRJ1066-RD-Sewage-70_S9_L001,SAMEA4046009,Danish sewage,55.6405,12.5058,Denmark,,,,ERZ1023731;ERR1470830,MGYS00001135
ERS1230340,DTU2016-1173-PRJ1066-RA-Sewage-86_S15_L001,SAMEA4059230,Danish sewage,55.6085,12.4505,Denmark,,,,ERZ1023755;ERR1512988,MGYS00001135
ERS1230345,DTU2016-1490-PRJ1066-RA-Sewage-52_S3_L001,SAMEA4059235,Danish sewage,55.6085,12.4505,Denmark,,,,ERZ1023760;ERR1512993,MGYS00001135
ERS1234045,DTU2016-1571-PRJ1066-RD-Sewage-96_S12_L001,SAMEA4062935,Danish sewage,55.6405,12.5058,Denmark,,,,ERZ1023821;ERR1514429,MGYS00001135
ERS1243513,DTU2016-1606-PRJ1066-RL-Sewage-102_S6,SAMEA4072403,Danish sewage,55.695,12.615,Denmark,,,,ERZ1023840;ERR1525437,MGYS00001135
ERS1243514,DTU2016-1609-PRJ1066-RD-Sewage-104_S8,SAMEA4072404,Danish sewage,55.6405,12.5058,Denmark,,,,ERZ1023844;ERR1525438,MGYS00001135
ERS1243516,DTU2016-1611-PRJ1066-RL-Sewage-106_S10,SAMEA4072406,Danish sewage,55.695,12.615,Denmark,,,,ERZ1023851;ERR1525440,MGYS00001135
ERS1243520,DTU2016-1615-PRJ1066-RL-Sewage-50_S14,SAMEA4072410,Danish sewage,55.695,12.615,Denmark,,,,ERZ1023868;ERR1525444,MGYS00001135
ERS1230339,DTU2016-1171-PRJ1066-RD-Sewage-84_S13_L001,SAMEA4059229,Danish sewage,55.6405,12.5058,Denmark,,,,ERZ1023750;ERR1512987,MGYS00001135
ERS1230350,DTU2016-1496-PRJ1066-RL-Sewage-87_S9_L001,SAMEA4059240,Danish sewage,55.695,12.615,Denmark,,,,ERZ1023777;ERR1512998,MGYS00001135
ERS1215574,DTU2016-1134-PRJ1066-RL-Sewage-62_S2_L001,SAMEA4044464,Danish sewage,55.695,12.615,Denmark,,,,ERZ1023628;ERR1467142,MGYS00001135
ERS1215580,DTU2016-1140-PRJ1066-RD-Sewage-74_S8_L001,SAMEA4044470,Danish sewage,55.6405,12.5058,Denmark,,,,ERZ1023656;ERR1467148,MGYS00001135
ERS1215581,DTU2016-1141-PRJ1066-RD-Sewage-75_S9_L001,SAMEA4044471,Danish sewage,55.6405,12.5058,Denmark,,,,ERZ1023661;ERR1467149,MGYS00001135
ERS1230336,DTU2016-1168-PRJ1066-RD-Sewage-71_S10_L001,SAMEA4059226,Danish sewage,55.6405,12.5058,Denmark,,,,ERZ1023737;ERR1512984,MGYS00001135
ERS1234044,DTU2016-1570-PRJ1066-RL-Sewage-95_S11_L001,SAMEA4062934,Danish sewage,55.695,12.615,Denmark,,,,ERZ1023815;ERR1514428,MGYS00001135
ERS1243519,DTU2016-1614-PRJ1066-RD-Sewage-31_S13,SAMEA4072409,Danish sewage,55.6405,12.5058,Denmark,,,,ERZ1023864;ERR1525443,MGYS00001135
ERS1215582,DTU2016-1142-PRJ1066-RD-Sewage-76_S10_L001,SAMEA4044472,Danish sewage,55.6405,12.5058,Denmark,,,,ERZ1023667;ERR1467150,MGYS00001135
ERS1217113,DTU2016-1161-PRJ1066-RL-Sewage-59_S3_L001,SAMEA4046003,Danish sewage,55.695,12.615,Denmark,,,,ERZ1023700;ERR1470824,MGYS00001135
ERS1234046,DTU2016-1578-PRJ1066-RD-Sewage-103_S19_L001,SAMEA4062936,Danish sewage,55.6405,12.5058,Denmark,,,,ERZ1023827;ERR1514430,MGYS00001135
ERS1243521,DTU2016-1616-PRJ1066-RA-Sewage-8_S15,SAMEA4072411,Danish sewage,55.6085,12.4505,Denmark,,,,ERZ1023875;ERR1525445,MGYS00001135
ERS1230349,DTU2016-1494-PRJ1066-RD-Sewage-66_S7_L001,SAMEA4059239,Danish sewage,55.6405,12.5058,Denmark,,,,ERZ1023773;ERR1512997,MGYS00001135
ERS1234043,DTU2016-1569-PRJ1066-RD-Sewage-94_S10_L001,SAMEA4062933,Danish sewage,55.6405,12.5058,Denmark,,,,ERZ1023811;ERR1514427,MGYS00001135
ERS1215576,DTU2016-1136-PRJ1066-RL-Sewage-64_S4_L001,SAMEA4044466,Danish sewage,55.695,12.615,Denmark,,,,ERZ1023637;ERR1467144,MGYS00001135
ERS1215577,DTU2016-1137-PRJ1066-RL-Sewage-65_S5_L001,SAMEA4044467,Danish sewage,55.695,12.615,Denmark,,,,ERZ1023642;ERR1467145,MGYS00001135
ERS1215583,DTU2016-1143-PRJ1066-RD-Sewage-77_S11_L001,SAMEA4044473,Danish sewage,55.6405,12.5058,Denmark,,,,ERZ1023671;ERR1467151,MGYS00001135
ERS1217111,DTU2016-1159-PRJ1066-RL-Sewage-57_S1_L001,SAMEA4046001,Danish sewage,55.695,12.615,Denmark,,,,ERZ1023689;ERR1470822,MGYS00001135
ERS1217117,DTU2016-1165-PRJ1066-RD-Sewage-68_S7_L001,SAMEA4046007,Danish sewage,55.6405,12.5058,Denmark,,,,ERZ1023721;ERR1470828,MGYS00001135
ERS1230364,DTU2016-1535-PRJ1066-RD-Sewage-89_S2_L001,SAMEA4059254,Danish sewage,55.6405,12.5058,Denmark,,,,ERZ1023787;ERR1513003,MGYS00001135
ERS1230338,DTU2016-1170-PRJ1066-RD-Sewage-83_S12_L001,SAMEA4059228,Danish sewage,55.6405,12.5058,Denmark,,,,ERZ1023745;ERR1512986,MGYS00001135
ERS1230346,DTU2016-1491-PRJ1066-RA-Sewage-53_S4_L001,SAMEA4059236,Danish sewage,55.6085,12.4505,Denmark,,,,ERZ1023765;ERR1512994,MGYS00001135
ERS1230368,DTU2016-1539-PRJ1066-RD-Sewage-93_S6_L001,SAMEA4059258,Danish sewage,55.6405,12.5058,Denmark,,,,ERZ1023806;ERR1513007,MGYS00001135
ERS1243517,DTU2016-1612-PRJ1066-RL-Sewage-107_S11,SAMEA4072407,Danish sewage,55.695,12.615,Denmark,,,,ERZ1023856;ERR1525441,MGYS00001135
ERS1243518,DTU2016-1613-PRJ1066-RD-Sewage-108_S12,SAMEA4072408,Danish sewage,55.6405,12.5058,Denmark,,,,ERZ1023860;ERR1525442,MGYS00001135
ERS1215579,DTU2016-1139-PRJ1066-RD-Sewage-73_S7_L001,SAMEA4044469,Danish sewage,55.6405,12.5058,Denmark,,,,ERZ1023652;ERR1467147,MGYS00001135
ERS1215585,DTU2016-1145-PRJ1066-RL-Sewage-79_S13_L001,SAMEA4044475,Danish sewage,55.695,12.615,Denmark,,,,ERZ1023681;ERR1467153,MGYS00001135
ERS1217115,DTU2016-1163-PRJ1066-RL-Sewage-61_S5_L001,SAMEA4046005,Danish sewage,55.695,12.615,Denmark,,,,ERZ1023710;ERR1470826,MGYS00001135
ERS1217112,DTU2016-1160-PRJ1066-RL-Sewage-58_S2_L001,SAMEA4046002,Danish sewage,55.695,12.615,Denmark,,,,ERZ1023696;ERR1470823,MGYS00001135
ERS1215573,DTU2016-1133-PRJ1066-RA-Sewage-54_S1_L001,SAMEA4044463,Danish sewage,55.6085,12.4505,Denmark,,,,ERZ1023622;ERR1467141,MGYS00001135
ERS1230348,Danish sewage,SAMEA4059238,Danish sewage,55.695,12.615,Denmark,,,,ERR1512996,MGYS00001135
ERS1230363,Danish sewage,SAMEA4059253,Danish sewage,55.695,12.615,Denmark,,,,ERR1513002,MGYS00001135
ERS1230341,Danish sewage,SAMEA4059231,"Negative control sample for samples 57 - 61, 67-71, 82-86",55.695,12.615,Denmark,,,,ERR1512989,MGYS00001135
ERS1230342,Danish sewage,SAMEA4059232,Danish sewage,55.695,12.615,Denmark,,,,ERR1512990,MGYS00001135
ERS1230343,Danish sewage,SAMEA4059233,Danish sewage,55.6405,12.5058,Denmark,,,,ERR1512991,MGYS00001135
ERS1230344,Danish sewage,SAMEA4059234,Danish sewage,55.695,12.615,Denmark,,,,ERR1512992,MGYS00001135
ERS1230351,Danish sewage,SAMEA4059241,"Negative control for samples; 32, 51-53, 55-56, 66, 87-93",55.6405,12.5058,Denmark,,,,ERR1512999,MGYS00001135
ERS1230352,Danish sewage,SAMEA4059242,"Negative control for samples; 32, 51-53, 55-56, 66, 87-93",55.6405,12.5058,Denmark,,,,ERR1513000,MGYS00001135
ERS1230353,Danish sewage,SAMEA4059243,Danish sewage,55.6405,12.5058,Denmark,,,,ERR1513001,MGYS00001135
ERS1243511,Danish sewage,SAMEA4072401,Danish sewage,55.695,12.615,Denmark,,,,ERR1525435,MGYS00001135
